,Title,US_Gross,Worldwide_Gross,US_DVD_Sales,Production_Budget,Release_Date,MPAA_Rating,Running_Time_min,Distributor,Source,Major_Genre,Creative_Type,Director,Rotten_Tomatoes_Rating,IMDB_Rating,IMDB_Votes,Price sensitivity scores,Income bins,Age
1520,Cry Wolf,10047674.0,15585495.0,,1000000.0,Sep 16 2005,PG-13,,Focus/Rogue Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,24.0,6.4,372.0,0.013217707962184395,64.0,24.0
1521,Crazy Heart,39462438.0,47163756.0,13929671.0,8500000.0,Dec 16 2009,R,,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,,92.0,7.4,17255.0,0.05191280897049486,74.0,92.0
1522,crazy/beautiful,16929123.0,19929123.0,,13000000.0,Jun 29 2001,PG-13,,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,,,6.3,12102.0,0.02227024920094929,63.0,
1523,The Last Castle,18208078.0,20541668.0,,60000000.0,Oct 19 2001,R,,Dreamworks SKG,Original Screenplay,Drama,Contemporary Fiction,Rod Lurie,52.0,6.5,21621.0,0.02395271358890371,65.0,52.0
1524,Clockstoppers,36985501.0,38788828.0,,26000000.0,Mar 29 2002,PG,94.0,Paramount Pictures,Original Screenplay,Adventure,Science Fiction,Jonathan Frakes,28.0,5.0,6392.0,0.048654400118184456,50.0,28.0
1525,Catch That Kid,16703799.0,16930762.0,,18000000.0,Feb 06 2004,PG,,20th Century Fox,Remake,Adventure,Contemporary Fiction,,,4.7,3038.0,0.02197383564007229,47.0,
1526,Cats & Dogs,93375151.0,200700000.0,,60000000.0,Jul 04 2001,PG,91.0,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,,53.0,5.2,16912.0,0.12283494437049511,52.0,53.0
1527,The City of Your Final Destination,493296.0,493296.0,,8300000.0,Apr 16 2010,PG-13,114.0,Hyde Park Films,Based on Book/Short Story,Drama,Contemporary Fiction,James Ivory,40.0,6.6,430.0,0.0006489305352575843,66.0,40.0
1528,Cidade de Deus,7563397.0,28763397.0,,3300000.0,Jan 17 2003,R,,Miramax,Based on Book/Short Story,Drama,Contemporary Fiction,Katia Lund,,8.8,166897.0,0.009949643345122619,88.0,
1529,City of Ghosts,325491.0,325491.0,,17500000.0,Apr 25 2003,R,,MGM,Original Screenplay,Drama,Contemporary Fiction,Matt Dillon,,5.9,2880.0,0.00042818317775032916,59.0,
1530,City by the Sea,22433915.0,22433915.0,,40000000.0,Sep 06 2002,R,,Warner Bros.,Based on Magazine Article,Drama,Contemporary Fiction,Michael Caton-Jones,48.0,6.1,13487.0,0.02951179914062378,61.0,48.0
1531,The Cube,489220.0,489220.0,,250000.0,Sep 11 1998,,,,,,,,,7.1,202.0,0.0006435685601722199,71.0,
1532,Coyote Ugly,60786269.0,115786269.0,,45000000.0,Aug 04 2000,PG-13,101.0,Walt Disney Pictures,Based on Real Life Events,Drama,Contemporary Fiction,,21.0,5.3,33808.0,0.07996429340290921,53.0,21.0
1533,Curious George,58640119.0,70114174.0,47809786.0,50000000.0,Feb 10 2006,G,,Universal,Based on Book/Short Story,Comedy,Contemporary Fiction,,69.0,6.7,5393.0,0.07714103461256211,67.0,69.0
1534,Cursed,19294901.0,25114901.0,,35000000.0,Feb 25 2005,PG-13,,Miramax/Dimension,Original Screenplay,Horror,Fantasy,Wes Craven,,4.8,14425.0,0.025382428468246447,48.0,
1535,Civil Brand,254293.0,254293.0,,500000.0,Aug 29 2003,R,,Lionsgate,Original Screenplay,Drama,Contemporary Fiction,,,4.9,340.0,0.0003345222596620627,49.0,
1536,Cloudy with a Chance of Meatballs,124870275.0,139525862.0,42574228.0,100000000.0,Sep 18 2009,PG,90.0,Sony Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Phil Lord,86.0,7.2,19913.0,0.16426675747119732,72.0,86.0
1537,Charlie Wilson's War,66661095.0,118661095.0,17517037.0,75000000.0,Dec 21 2007,R,,Universal,Based on Book/Short Story,Drama,Dramatization,Mike Nichols,81.0,7.3,43168.0,0.08769262280498256,73.0,81.0
1538,Cyrus,7426671.0,8514729.0,,7000000.0,Jun 18 2010,R,,Fox Searchlight,Original Screenplay,Comedy,,Mark Duplass,81.0,,,0.009769780389891625,,81.0
1539,Daddy Day Camp,13235267.0,18197398.0,5405521.0,76000000.0,Aug 08 2007,PG,85.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,1.0,2.4,6809.0,0.0,24.0,1.0
1540,Daddy Day Care,104148781.0,164285587.0,,60000000.0,May 09 2003,PG,92.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Steve Carr,28.0,5.5,14944.0,0.1370076469315683,55.0,28.0
1541,The Black Dahlia,22672813.0,46672813.0,12350794.0,60000000.0,Sep 15 2006,R,121.0,Universal,Based on Book/Short Story,Thriller/Suspense,Historical Fiction,Brian De Palma,33.0,5.6,35210.0,0.029826069288794388,56.0,33.0
1542,Diary of a Mad Black Woman,50406346.0,50425450.0,,5500000.0,Feb 25 2005,PG-13,116.0,Lionsgate,Based on Play,Drama,Contemporary Fiction,,16.0,4.9,5565.0,0.0,49.0,16.0
1543,Dance Flick,25662155.0,32092761.0,,25000000.0,May 22 2009,PG-13,83.0,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,Damien Wayans,17.0,3.4,5002.0,0.0,34.0,17.0
1544,"Dancer, Texas Pop. 81",574838.0,574838.0,,2300000.0,May 01 1998,PG,,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,80.0,,,0.0007561989779491405,,80.0
1545,Daredevil,102543518.0,179179718.0,,80000000.0,Feb 14 2003,PG-13,105.0,20th Century Fox,Based on Comic/Graphic Novel,Action,Super Hero,Mark Steven Johnson,44.0,5.5,63574.0,0.13489592460294778,55.0,44.0
1546,Dark City,14435076.0,27257061.0,,27000000.0,Feb 27 1998,R,,New Line,Original Screenplay,Thriller/Suspense,Fantasy,Alex Proyas,77.0,7.8,62991.0,0.018989332155873773,78.0,77.0
1547,His Dark Materials: The Golden Compass,70107728.0,372234864.0,41772382.0,205000000.0,Dec 01 2007,PG-13,,New Line,Based on Book/Short Story,Adventure,Fantasy,Chris Weitz,,,,0.09222666605189,,
1548,Donnie Darko,1270522.0,4116307.0,,4500000.0,Oct 26 2001,R,,Newmarket Films,Original Screenplay,Drama,Fantasy,Richard Kelly,84.0,8.3,210713.0,0.001671370782484627,83.0,84.0
1549,Dark Water,25473093.0,49473093.0,,60000000.0,Jul 08 2005,PG-13,,Walt Disney Pictures,Remake,Thriller/Suspense,Fantasy,Walter Salles,46.0,5.6,19652.0,0.0335098356263911,56.0,46.0
1550,Win a Date with Tad Hamilton!,16980098.0,16980098.0,,24000000.0,Jan 23 2004,PG-13,,Dreamworks SKG,Original Screenplay,Romantic Comedy,Contemporary Fiction,Robert Luketic,52.0,5.7,10366.0,0.02233730677699847,57.0,52.0
1551,Date Movie,48548426.0,84548426.0,18840886.0,20000000.0,Feb 17 2006,PG-13,,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Jason Friedberg,6.0,2.6,31821.0,0.0,26.0,6.0
1552,Date Night,98711404.0,152253432.0,19432795.0,55000000.0,Apr 09 2010,PG-13,,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Shawn Levy,67.0,6.5,22925.0,0.12985478137618722,65.0,67.0
1553,Dawn of the Dead,58990765.0,102290765.0,,28000000.0,Mar 19 2004,R,100.0,Universal,Remake,Horror,Science Fiction,Zack Snyder,76.0,7.4,73875.0,0.07760230917482479,74.0,76.0
1554,Daybreakers,30101577.0,48969954.0,11463099.0,20000000.0,Jan 08 2010,R,,Lionsgate,Original Screenplay,Thriller/Suspense,Science Fiction,Michael Spierig,,6.6,28241.0,0.039598603018689366,66.0,
1555,Day of the Dead,0.0,0.0,,18000000.0,Apr 08 2008,R,,Warner Bros.,Remake,Horror,Fantasy,Steve Miner,,4.5,8395.0,0.0,45.0,
1556,The Great Debaters,30226144.0,30226144.0,24133037.0,15000000.0,Dec 25 2007,PG-13,130.0,Weinstein Co.,Based on Real Life Events,Drama,Dramatization,Denzel Washington,79.0,7.6,14530.0,0.039762470818114924,76.0,79.0
1557,Double Jeopardy,116735231.0,177835231.0,,40000000.0,Sep 24 1999,R,105.0,Paramount Pictures,Original Screenplay,Action,Contemporary Fiction,Bruce Beresford,25.0,6.0,28887.0,0.15356511290634375,60.0,25.0
1558,Der Baader Meinhof Komplex,476270.0,16498827.0,,19700000.0,Aug 21 2009,R,149.0,Vitagraph Films,,,,,,7.4,10383.0,0.000626532844432409,74.0,
1559,Deep Blue Sea,73648228.0,165048228.0,,60000000.0,Jul 28 1999,R,105.0,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Renny Harlin,57.0,5.6,44191.0,0.09688419127017572,56.0,57.0
1560,Drive Me Crazy,17843379.0,22591451.0,,8000000.0,Oct 01 1999,PG-13,91.0,20th Century Fox,Based on Book/Short Story,Comedy,Contemporary Fiction,John Schultz,26.0,5.1,6968.0,0.023472952315189945,51.0,26.0
1561,Dave Chappelle's Block Party,11718595.0,12051924.0,18713941.0,3000000.0,Mar 03 2006,R,,Focus Features,Based on Real Life Events,Documentary,Factual,Michel Gondry,,,,0.015415803342854698,,
1562,Dancer in the Dark,4157491.0,45557491.0,,12500000.0,Sep 22 2000,R,,Fine Line,Original Screenplay,Musical,Contemporary Fiction,,68.0,7.8,36542.0,0.005469176437592418,78.0,68.0
1563,Diary of the Dead,952620.0,4726656.0,4653193.0,2750000.0,Feb 15 2008,R,,Weinstein Co.,Original Screenplay,Horror,Fantasy,George A. Romero,,6.0,20792.0,0.0012531709288076123,60.0,
1564,Dear John,80014842.0,112014842.0,19179552.0,25000000.0,Feb 05 2010,PG-13,,Sony/Screen Gems,Based on Book/Short Story,Drama,Contemporary Fiction,Lasse Hallstrom,28.0,7.0,246.0,0.10525946743458499,70.0,28.0
1565,Dear Wendy,23106.0,446438.0,,8000000.0,Sep 23 2005,Not Rated,,WellSpring,Original Screenplay,Drama,,Thomas Vinterberg,37.0,6.6,5574.0,3.0395926477534264e-05,66.0,37.0
1566,D.E.B.S.,96793.0,96793.0,,3500000.0,Mar 25 2005,PG-13,,Samuel Goldwyn Films,Original Screenplay,Action,,Angela Robinson,,5.1,6675.0,0.00012733112228598522,51.0,
1567,Deconstructing Harry,10686841.0,10686841.0,,20000000.0,Dec 12 1997,R,,Fine Line,Original Screenplay,Romantic Comedy,Contemporary Fiction,Woody Allen,70.0,7.2,16820.0,0.014058531693633634,72.0,70.0
1568,Mr. Deeds,126293452.0,171269535.0,,50000000.0,Jun 28 2002,PG-13,96.0,Sony Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,,22.0,5.5,39756.0,0.16613894579702254,55.0,22.0
1569,The Deep End of the Ocean,13508635.0,13508635.0,,40000000.0,Mar 12 1999,PG-13,,Sony Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,,42.0,6.0,5790.0,0.017770599682846278,60.0,42.0
1570,Deep Rising,11203026.0,11203026.0,,45000000.0,Jan 30 1998,R,,Walt Disney Pictures,Original Screenplay,Action,Contemporary Fiction,Stephen Sommers,30.0,5.7,12484.0,0.014737572692023923,57.0,30.0
1571,"Definitely, Maybe",32241649.0,55534224.0,12928344.0,7000000.0,Feb 14 2008,PG-13,,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,,71.0,,,0.04241386620438268,,71.0
1572,Death at a Funeral,42739347.0,42739347.0,9750680.0,21000000.0,Apr 16 2010,R,,Sony Pictures,Remake,Comedy,Contemporary Fiction,Neil LaBute,38.0,5.1,6628.0,0.056223580416767276,51.0,38.0
1573,DÈj‡ Vu,64038616.0,181038616.0,40502497.0,80000000.0,Nov 22 2006,PG-13,126.0,Walt Disney Pictures,Original Screenplay,Thriller/Suspense,Science Fiction,Tony Scott,,7.0,66106.0,0.08424275355574523,70.0,
1574,Delgo,915840.0,915840.0,,40000000.0,Dec 12 2008,PG,88.0,Freestyle Releasing,Original Screenplay,Adventure,Kids Fiction,,12.0,4.4,1177.0,0.0,44.0,12.0
1575,Despicable Me,244885070.0,333572855.0,,69000000.0,Jul 09 2010,PG,95.0,Universal,,Comedy,,,80.0,7.7,10529.0,0.322146134474415,77.0,80.0
1576,Deuce Bigalow: European Gigolo,22400154.0,44400154.0,,22000000.0,Aug 12 2005,R,,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,10.0,4.3,18228.0,0.0,43.0,10.0
1577,Deuce Bigalow: Male Gigolo,65535067.0,92935067.0,,18000000.0,Dec 10 1999,R,88.0,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,,23.0,5.6,25397.0,0.08621133377617424,56.0,23.0
1578,The Devil's Own,42885593.0,140900000.0,,90000000.0,Mar 26 1997,R,,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Alan J. Pakula,29.0,5.8,21331.0,0.056415966925190776,58.0,29.0
1579,Darkness Falls,32539681.0,32539681.0,,7000000.0,Jan 24 2003,PG-13,86.0,Sony Pictures,Original Screenplay,Horror,Fantasy,,8.0,4.6,12771.0,0.0,46.0,8.0
1580,Defiance,28644813.0,42268745.0,13421577.0,50000000.0,Dec 31 2008,R,,Paramount Vantage,Original Screenplay,Drama,Historical Fiction,Edward Zwick,56.0,5.9,362.0,0.03768223101838127,59.0,56.0
1581,A Dog of Flanders,2165637.0,2165637.0,,7000000.0,Aug 27 1999,PG,,Warner Bros.,Based on Book/Short Story,Drama,Historical Fiction,,17.0,5.9,482.0,0.0,59.0,17.0
1582,Dragonfly,30063805.0,30063805.0,,60000000.0,Feb 22 2002,PG-13,104.0,Universal,Original Screenplay,Drama,Fantasy,Tom Shadyac,7.0,5.8,14098.0,0.0,58.0,7.0
1583,The Dead Girl,19875.0,19875.0,,3300000.0,Dec 29 2006,R,,First Look,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,73.0,6.8,7122.0,2.614554828793359e-05,68.0,73.0
1584,The Lords of Dogtown,11273517.0,11354893.0,,25000000.0,Jun 03 2005,PG-13,,Sony/TriStar,Original Screenplay,Action,Dramatization,Catherine Hardwicke,,,,0.014830303552117747,,
1585,Dick,6276869.0,6276869.0,,13000000.0,Aug 04 1999,PG-13,,Sony Pictures,Original Screenplay,Comedy,Historical Fiction,Andrew Fleming,70.0,6.1,10451.0,0.008257216681083443,61.0,70.0
1586,Live Free or Die Hard,134529403.0,383531464.0,100774964.0,110000000.0,Jun 27 2007,PG-13,128.0,20th Century Fox,Based on Book/Short Story,Action,Contemporary Fiction,Len Wiseman,82.0,7.5,130559.0,0.17697333344822028,75.0,82.0
1587,Digimon: The Movie,9628751.0,16628751.0,,5000000.0,Oct 06 2000,PG,,20th Century Fox,Based on TV,Adventure,Kids Fiction,,,4.6,1727.0,0.012666615055244721,46.0,
1588,Dirty Work,10020081.0,10020081.0,,13000000.0,Jun 12 1998,PG-13,,MGM,Original Screenplay,Comedy,Contemporary Fiction,,17.0,4.8,207.0,0.0,48.0,17.0
1589,Banlieue 13,1200216.0,11208291.0,,15000000.0,Jun 02 2006,R,85.0,Magnolia Pictures,Original Screenplay,Action,Science Fiction,Pierre Morel,,7.1,21427.0,0.0015788832897585157,71.0,
1590,Disaster Movie,14190901.0,34690901.0,9859088.0,20000000.0,Aug 29 2008,PG-13,88.0,Lionsgate,Original Screenplay,Comedy,Contemporary Fiction,Jason Friedberg,2.0,1.7000000000000002,34928.0,0.0,17.0,2.0
1591,District 9,115646235.0,206552113.0,30058184.0,30000000.0,Aug 14 2009,R,111.0,Sony Pictures,Original Screenplay,Thriller/Suspense,Science Fiction,Neill Blomkamp,91.0,8.3,151742.0,0.15213253944705488,83.0,91.0
1592,Disturbing Behavior,17507368.0,17507368.0,,15000000.0,Jul 24 1998,R,83.0,MGM,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,30.0,5.2,9394.0,0.023030930084962178,52.0,30.0
1593,Le Scaphandre et le Papillon,5990075.0,19689095.0,2354497.0,14000000.0,Nov 30 2007,PG-13,,Miramax,Based on Book/Short Story,Drama,Dramatization,Julian Schnabel,,8.0,31172.0,0.007879939379161953,80.0,
1594,Dark Blue,9237470.0,11933396.0,,15000000.0,Feb 21 2003,R,,MGM,Original Screenplay,Drama,Contemporary Fiction,Ron Shelton,57.0,6.6,10881.0,0.012151885179539013,66.0,57.0
1595,Dreaming of Joseph Lees,7680.0,7680.0,,3250000.0,Oct 29 1999,R,,Fox Searchlight,,,,,,5.8,520.0,1.0103034508243017e-05,58.0,
1596,De-Lovely,13337299.0,18396382.0,,4000000.0,Jun 25 2004,PG-13,,MGM,Based on Real Life Events,Drama,Historical Fiction,,49.0,6.5,6086.0,0.017545207297363943,65.0,49.0
1597,Madea's Family Reunion,63257940.0,63308879.0,26508859.0,10000000.0,Feb 24 2006,PG-13,,Lionsgate,Based on Play,Comedy,Contemporary Fiction,Tyler Perry,26.0,3.9,5369.0,0.08321577483598519,39.0,26.0
1598,Dead Man on Campus,15064948.0,15064948.0,,14000000.0,Aug 21 1998,R,93.0,Paramount Pictures,Original Screenplay,Black Comedy,Contemporary Fiction,,15.0,5.6,7109.0,0.0,56.0,15.0
1599,Drowning Mona,15427192.0,15427192.0,,16000000.0,Mar 03 2000,PG-13,,Destination Films,Original Screenplay,Comedy,Contemporary Fiction,,29.0,5.3,7606.0,0.02029446004443888,53.0,29.0
1600,Diamonds,81897.0,81897.0,,11900000.0,Dec 10 1999,PG-13,,Miramax,,,,,26.0,5.3,976.0,0.00010773544493770552,53.0,26.0
1601,Doomsday,11008770.0,21621188.0,8666480.0,33000000.0,Mar 14 2008,R,,Universal,Original Screenplay,Action,Science Fiction,,48.0,6.0,34035.0,0.014482029062931051,60.0,48.0
1602,Donkey Punch,19367.0,19367.0,,750000.0,Jan 23 2009,R,,Magnolia Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,,5.4,4551.0,2.5477274651190432e-05,54.0,
1603,Dinosaur,137748063.0,356148063.0,,127500000.0,May 19 2000,PG,82.0,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,,65.0,6.2,13962.0,0.18120747837664494,62.0,65.0
1604,DOA: Dead or Alive,480314.0,2670860.0,1370874.0,30000000.0,Jun 15 2007,PG-13,,Weinstein/Dimension,Based on Game,Action,Fantasy,Corey Yuen,34.0,4.9,16646.0,0.0006318527235406558,49.0,34.0
1605,Doogal,7578946.0,26942802.0,,20000000.0,Dec 31 2005,G,,Weinstein Co.,Based on TV,Adventure,Kids Fiction,,,2.5,2709.0,0.009970098043503956,25.0,
1606,Dogma,30651422.0,43948865.0,,10000000.0,Nov 12 1999,R,135.0,Lionsgate,Original Screenplay,Comedy,Contemporary Fiction,Kevin Smith,68.0,7.3,100476.0,0.040321923723010314,73.0,68.0
1607,Domestic Disturbance,45207112.0,45207112.0,,53000000.0,Nov 02 2001,PG-13,89.0,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Harold Becker,24.0,5.3,10778.0,0.05946992350963633,53.0,24.0
1608,Domino,10169202.0,17759202.0,15573570.0,50000000.0,Oct 14 2005,R,133.0,New Line,Based on Real Life Events,Action,Dramatization,Tony Scott,19.0,5.9,32560.0,0.0,59.0,19.0
1609,Donnie Brasco,41954997.0,55954997.0,,35000000.0,Feb 28 1997,R,121.0,Sony Pictures,Based on Real Life Events,Drama,Dramatization,Mike Newell,87.0,7.7,65462.0,0.055191768552634406,77.0,87.0
1610,Doom,28212337.0,54612337.0,28563264.0,70000000.0,Oct 21 2005,R,,Universal,Based on Game,Horror,Science Fiction,Andrzej Bartkowiak,19.0,5.2,39473.0,0.0,52.0,19.0
1611,Doubt,33422556.0,50923043.0,12876746.0,20000000.0,Dec 12 2008,PG-13,,Miramax,Based on Play,Drama,Historical Fiction,,78.0,,,0.04396734851844853,,78.0
1612,Doug's 1st Movie,19421271.0,19421271.0,,5000000.0,Mar 26 1999,G,77.0,Walt Disney Pictures,Based on TV,Adventure,Kids Fiction,,,4.8,920.0,0.02554866811288273,48.0,
1613,Downfall,5501940.0,92101940.0,,13500000.0,Feb 18 2005,R,,Newmarket Films,Based on Real Life Events,Drama,Dramatization,,,6.1,404.0,0.007237798135713879,61.0,
1614,The Deep End,8823109.0,8823109.0,,3000000.0,Aug 08 2001,R,,Fox Searchlight,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,,81.0,6.6,6734.0,0.01160679358033718,66.0,81.0
1615,Deep Impact,140464664.0,349464664.0,,80000000.0,May 08 1998,PG-13,120.0,Paramount Pictures,Original Screenplay,Adventure,Science Fiction,Mimi Leder,47.0,6.0,54160.0,0.1847811650495782,60.0,47.0
1616,The Departed,133311000.0,290539042.0,140689412.0,90000000.0,Oct 06 2006,R,152.0,Warner Bros.,Remake,Drama,Contemporary Fiction,Martin Scorsese,93.0,8.5,264148.0,0.17537052517296678,85.0,93.0
1617,Dracula 2000,33000377.0,33000377.0,,28000000.0,Dec 22 2000,R,99.0,Miramax,Original Screenplay,Horror,Contemporary Fiction,,15.0,4.8,14077.0,0.0,48.0,15.0
1618,Death Race,36316032.0,72516819.0,24667330.0,65000000.0,Aug 22 2008,R,105.0,Universal,Remake,Action,Science Fiction,Paul Anderson,41.0,6.6,40611.0,0.04777371412740335,66.0,41.0
1619,Drag Me To Hell,42100625.0,85724728.0,13123388.0,30000000.0,May 29 2009,PG-13,99.0,Universal,Original Screenplay,Horror,Fantasy,Sam Raimi,92.0,7.1,51343.0,0.05538334208249983,71.0,92.0
1620,"Crouching Tiger, Hidden Dragon",128067808.0,213200000.0,,15000000.0,Dec 08 2000,PG-13,120.0,Sony Pictures Classics,Based on Book/Short Story,Drama,Historical Fiction,Ang Lee,,,,0.16847310984622932,,
1621,Derailed,36020063.0,54962616.0,27718572.0,22000000.0,Nov 11 2005,R,,Weinstein Co.,Based on Book/Short Story,Action,Contemporary Fiction,,20.0,3.4,3317.0,0.04738436711954264,34.0,20.0
1622,Doctor Dolittle 2,112950721.0,176101721.0,,72000000.0,Jun 22 2001,PG,87.0,20th Century Fox,Remake,Comedy,Kids Fiction,Steve Carr,,6.0,2993.0,0.14858659270754287,60.0,
1623,Doctor Dolittle,144156605.0,294156605.0,,71500000.0,Jun 26 1998,PG-13,85.0,20th Century Fox,Remake,Comedy,Kids Fiction,Betty Thomas,,5.2,25648.0,0.18963791079507264,52.0,
1624,Dickie Roberts: Former Child Star,22734486.0,23734486.0,,17000000.0,Sep 05 2003,PG-13,,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,,,5.5,6949.0,0.02990720007619372,55.0,
1625,Drillbit Taylor,32862104.0,49686263.0,12040874.0,40000000.0,Mar 21 2008,PG-13,,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,,26.0,5.9,19388.0,0.04323007431321235,59.0,26.0
1626,Driving Lessons,239962.0,239962.0,,4700000.0,Oct 13 2006,PG-13,98.0,Sony Pictures Classics,,,,,48.0,6.7,5380.0,0.00031566983940976704,67.0,48.0
1627,Driven,32616869.0,54616869.0,,72000000.0,Apr 27 2001,PG-13,117.0,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Renny Harlin,13.0,4.2,18795.0,0.0,42.0,13.0
1628,Darkness,22163442.0,34409206.0,,10600000.0,Dec 25 2004,PG-13,,Miramax/Dimension,Original Screenplay,Horror,Contemporary Fiction,,4.0,5.3,9979.0,0.0,53.0,4.0
1629,I Dreamed of Africa,6543194.0,6543194.0,,34000000.0,May 05 2000,PG-13,,Sony Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Hugh Hudson,9.0,5.2,2298.0,0.0,52.0,9.0
1630,Dreamcatcher,33685268.0,75685268.0,,68000000.0,Mar 21 2003,R,136.0,Warner Bros.,Based on Book/Short Story,Drama,Science Fiction,Lawrence Kasdan,30.0,5.3,34141.0,0.0443129459665904,53.0,30.0
1631,Dreamgirls,103365956.0,154965956.0,53674555.0,75000000.0,Dec 15 2006,PG-13,130.0,Paramount Pictures,Based on Musical/Opera,Musical,Historical Fiction,Bill Condon,78.0,6.6,28016.0,0.13597784120384496,66.0,78.0
1632,Detroit Rock City,4217115.0,4217115.0,,16000000.0,Aug 13 1999,R,,New Line,Original Screenplay,Comedy,Historical Fiction,,47.0,6.4,15092.0,0.005547611766956934,64.0,47.0
1633,Drop Dead Gorgeous,10571408.0,10571408.0,,10000000.0,Jul 23 1999,PG-13,,New Line,Original Screenplay,Comedy,Contemporary Fiction,,45.0,6.2,16344.0,0.013906679664676602,62.0,45.0
1634,Drumline,56398162.0,56398162.0,,20000000.0,Dec 13 2002,PG-13,118.0,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,,81.0,5.2,18165.0,0.07419174178222396,52.0,81.0
1635,The Legend of Drunken Master,11546543.0,11546543.0,,2000000.0,Oct 20 2000,R,,Miramax,Original Screenplay,Action,Contemporary Fiction,,,,,0.015189469059884355,,
1636,Dinner Rush,638227.0,1075504.0,,2000000.0,Sep 28 2001,R,,Access Motion Picture Group,Original Screenplay,Drama,Contemporary Fiction,,,7.2,2991.0,0.0008395871621214083,72.0,
1637,The Descent,26024456.0,57029609.0,22484444.0,7000000.0,Aug 04 2006,R,99.0,Lionsgate,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,,7.4,58176.0,0.03423515325862657,74.0,
